PrimaryKey,species,density,speciescount,source,reckey,rh_hydrologicfunction,rh_hf_sum,rh_commentshf,rh_bioticintegrity,rh_bi_sum,rh_commentsbi,rh_soilsitestability,rh_sss_sum,rh_commentsss,rh_plantcommunitycomp,DBKey,ecositeID,latitude_nad83,longitude_nad83,state,elevation,county,percentcoveredbyecosite,AH_PerenForbGrassCover,AH_ShrubCover,BareSoilCover,SoilStability_All,modis_landcover
18061810355858722018-09-01,JUOS,NA,NA,TerrADat,180625143756320,NS,1.1,Site is functioning as expected due to the abundance of native vegetation and high litter cover and low percentage of bare ground.,SM,1.5555555555555556,"Site had high plant diversity of native grasses and forbs. Shrub density was lower than expected for site. In addition, the F/S groups expected for site were not expected but F/S were native and well-functioning at time of visit.",NS,1.1,Soils for site were stable with no loss of A horizon. Soils are as expected.,1,2018,R043BY408WY,44.04221119,-106.80955741,WY,1690.09899902,Johnson,NA,69.33333333,2,7.33333333,5.77777778,Grasslands
17053011372034992018-09-01,JUCO6,NA,NA,TerrADat,1810231138377785,NA,1.5,NA,NA,1.1111111111111112,NA,NA,1.5,NA,1,2018,R043BY422WY,43.79589844,-106.94664764,WY,2185,Johnson,NA,76,10,4.66666667,5.83333333,Grasslands
17072413020617682018-09-01,JUNIP,NA,NA,TerrADat,1811081237054492,NS,1.5,NA,SM,1.5555555555555556,NA,NS,1.3,NA,2,2018,R043BY462WY,43.76009,-107.034361,WY,2232,Johnson,NA,74.66666667,24.66666667,0.66666667,5.16666667,Grasslands
17053011330992342018-09-01,JUSC2,NA,NA,TerrADat,181022153903509,NS,1.3,NA,NS,1.3333333333333333,NA,NS,1.2,NA,1,2018,R058BY158WY,43.62316,-106.8596,WY,1641,Johnson,NA,50,22.66666667,2.66666667,4.88888889,Grasslands
17053011354421672018-09-01,JUSC2,NA,NA,TerrADat,1811081152491204,SM,1.7,NA,SM,1.8888888888888888,NA,SM,1.6,NA,2,2018,R043BY462WY,43.76076889,-106.91439819,WY,1948,Johnson,NA,30.66666667,14.66666667,18.66666667,5.22222222,Grasslands
18082711101089262019-09-01,JUSC2,NA,NA,TerrADat,1911260839471619,SM,2,"Std. 2: S.Fork looks functioning, maybe FAR.",M,2.5555555555555554,Std. 3: Failing- annual bromes; Std. 4. Failing- annual bromes.,SM,1.8,Std. 1: Pass,3,2019,R058BY104WY,43.564761,-106.598695,WY,1453,Johnson,NA,28.66666667,8,15.33333333,4.94444444,Grasslands
18081516430182702019-09-01,JUSC2,NA,NA,TerrADat,1911260815251885,SM,2.3,Std. 2- South Fork Powder PFC?,M,2.3333333333333335,"Std. 3: Borderline- site is mediocre, rest of pasture very varied. Look at BLM across pasture. Most of pasture is badlands. Std. 4: ??",M,2.3,Std 1. Pass;,3,2019,R058BY158WY,43.481251,-106.611875,WY,1503,Natrona,NA,26,9.33333333,36,3.83333333,Grasslands
19052109402636322019-09-01,JUNIP,NA,NA,TerrADat,1906271138176326,M,2.6,"Pedestaling common with common root exposure, indicating increased erosion. Water-flow patterns common and  connected. Compaction layer could prevent infiltration.",M,2.111111111111111,"Litter cover high due to increased runoff. Potentially reducing sites for seed germination/ decreased decomposition rates. Compaction may prevent proper distribution of plant roots. Soil stability rated low, invasive plants common.",M,2.6,"Water-flow patterns wide spread, connected & long. Pedestals are found commonly with some root exposure. This is due to steep slopes found at site. Platy structure in A horizon indicating compaction.",1,2019,R058BY162WY,44.2941,-106.015,WY,1319,Campbell,NA,58,9.33333333,20,3,Grasslands
19052014554664372019-09-01,JUNIP,NA,NA,TerrADat,1906271625048238,SM,1.5,"Soil stability value was reduced, indicating a departure from what is expected. There was pedestaling indicating a slight increase in erosion.",NS,1.4444444444444444,"Invasive plants were scattered throughout the site. However, native vegetation is persistent throughout the site, and the site is still functioning as expected for this ESD.",SM,1.5,"We received a soil stability rating of 3.9, which is lower than the reference sheet rating of >5. Pedestals were common throughout the site with little to no root exposure.",1,2019,R058BY104WY,44.254393,-106.013376,WY,1376,Campbell,NA,61.33333333,12,21.33333333,4.38888889,Grasslands
19052113505617422019-09-01,JUNIP,NA,NA,TerrADat,1907081517247579,NS,1.3,"The low soil stability rating could potentially effect infiltration, runoff & erosion. Indicating soil particles more likely to be dispersed in water. Pedestals indicate evidence of erosion, but this is expected for site.",SM,1.6666666666666667,Invasive plants were common throughout the site. Some evidence of browsing effecting reproductive capability. Slight amount of decadence focused in shrubs. F/s groups saw a slight shift in groups but native veg still persists.,NS,1.3,"Soil stability was rated slightly lower than the reference at 4.3. Bare ground was also slightly higher than expected due to our line being in an active gully where litter was collected. Pedestals were common, which is expected for site.",1,2019,R058BY158WY,44.253223,-106.19014,WY,1238,Johnson,NA,34.66666667,8,46.66666667,4.27777778,Grasslands
19052111142079252019-09-01,JUCO6,NA,NA,TerrADat,1907101709277898,M,1.8,"Hydrologic function has a moderate departure. Presence of gullies, slight pedestalling, and some water flow patterns, indicate a loss of water to the site. Higher amounts of litter reduces infiltration to the site.",M,1.8888888888888888,Annual invasive bromes increase litter amount. A higher litter amount reduces possible germination and indicates increased inputs to the site. Presence of invasive species effect the energy flow and depletes nutrient availability to native plants.,M,1.7,Soil stability has a moderate departure. An active gully is present and indicates poor soil stability and increased erosion. Erosion and movement of soil and areas of built up litter is caused by water flow.,1,2019,R058BY104WY,44.4382,-106.25801,WY,1280,Johnson,NA,80.66666667,16.66666667,5.33333333,5.33333333,Grasslands
19052115061352182019-09-01,JUNIP,NA,NA,TerrADat,190725175136817,SM,1.6,"Litter was increased due to annual grasses, hydrologic function is not affected. Waterflow patters are increased due to increased slope.",M,2.2222222222222223,"Functional groups had a departure, effecting ecosystem process. Also effecting ecosystem process are the amount of invasive plants. Decadence occurring in old sagebrush and forbs being browsed by grasshoppers. Mortality does not exceed recruitment.",NS,1.4,"Bare ground was decreased on site and according to the reference sheet this has no effect on soil stability. This site is on a 23% slope, therefore waterflow patterns are increased.",1,2019,R058BY162WY,44.5436,-106.23,WY,1270,Johnson,NA,62.66666667,24.66666667,12,5.33333333,Grasslands
19052110142116752019-09-01,JUNIP,NA,NA,TerrADat,1907291012098620,M,1.6,Hydrologic function has a moderate departure. Bare ground is decreased due to litter mats. This can cause less water that is entering in the soil. High litter amount reduces infiltration. This is due to the annual grasses found at site.,M,2.111111111111111,"Biotic integrity has a moderate departure. Presence of invasive species decreases available resources, changes the energy flow, and creates more litter cover. High litter amount and decreased bare ground reduces the probability of seed germination.",M,1.3,Soil stability has a moderate departure due to the decrease in bare ground. Overall the site stability is similar to the reference sheet.,1,2019,R058BY122WY,44.3982,-106.081,WY,1302,Johnson,NA,69.33333333,25.33333333,0.66666667,5,Grasslands
19052110174155622019-09-01,JUNIP,NA,NA,TerrADat,1907291312162223,M,1.5,"Due to the increased litter amount and presence of annual grasses, the infiltration rate is moderately reduced. Excess litter intercepts moisture and short rooted grasses prevent deep infiltration.",M,2.3333333333333335,"The presence of invasive bromes alters the functional/structural group composition, increases litter amount, and reduces nutrient and resource availability for native species.",NS,1.1,The moderate decrease in bare ground does not negatively impact soil stability. All other indicators are functioning as expected.,2,2019,R058BY122WY,44.3991,-106.11,WY,1252,Johnson,NA,32,26,2.66666667,5.72222222,Grasslands
19052111451810072019-09-01,JUCO6,NA,NA,TerrADat,1908011110264769,NS,1,All indicators are functioning as expected.,NS,1.2222222222222223,"The f/s groups do not match the course upland reference sheet, however native vegetation is in abundance for site. This site is in a ponderosa woodland and GMEC believed that vegetation was represented of site and conditions.",NS,1,All indictors are functioning as expected.,1,2019,R043BY308WY,44.086022,-106.814997,WY,2051,Johnson,NA,44,6.66666667,0,5.88888889,Woody Savannas
1905201406522032019-09-01,JUCO6,NA,NA,TerrADat,1908011548369471,NS,1,All indicators are functioning as expected.,SM,1.4444444444444444,"Although f/s groups for site do not match that the ESD, native vegetation is dominant in plot and appears to be representative of the site",NS,1,All indicators are functioning as expected.,1,2019,R043BY308WY,44.1202,-106.8457,WY,2321,Johnson,NA,10.66666667,46,0,5.55555556,Woody Savannas
19052114103243442019-09-01,JUOS,NA,NA,TerrADat,1908050945261363,SM,1.8,"Due to annual grasses, site has seen a shift in overland flow which has caused some pedestaling at site. Also due to the annual grasses, litter is much higher than expected, effecting hydrologic function of the site.",M,2.111111111111111,The abundance of invasive species and the sub-dominance of annual grasses has caused a moderate departure for the site. Native vegetation still persists throughout site.,NS,1.4,	Soils are stable with no compaction or A horizon loss.,3,2019,R058BY150WY,44.29,-106.0591,WY,1319,Johnson,NA,58.66666667,20,2.66666667,5.66666667,Grasslands
19052114402684512019-09-01,JUNIP,NA,NA,TerrADat,1908051333046042,SM,1.5,There are some water flow patterns and pedestals found in concentrated areas of steep slopes.  Other sections of the plot are functioning as expected.,SM,1.5555555555555556,"F/s groups have seen a slight shift in the reference sheet due to the introduction of annual grasses. In addition, site has seen the introduction of invasive species. Native vegetation still persists at site.",NS,1.4,"Soil stability is as expected, soils are stable, no compaction is found and soils are functioning as expected.",2,2019,R058BY122WY,44.3228,-106.0687,WY,1265,Johnson,NA,56,7.33333333,26.66666667,5.33333333,Grasslands
19052114133122222019-09-01,JUSC2,NA,NA,TerrADat,1908061028042462,SM,1.2,"Plant community composition was altered due to the sub-dominance of annual grasses, which have a shallow rooting system that reduces infiltration and increases runoff. All other indicators are functioning as expected.",SM,1.4444444444444444,The addition of annual grasses into the functional groupâ€™s effects ecosystem processes. Invasive species also negatively affect nutrients and energy processes. Overall negatively effecting biotic integrity.,NS,1,All indicatiors are functioning as to be expected.,3,2019,R058BY158WY,44.368069,-106.112846,WY,1224,Johnson,NA,38,18,22,5.27777778,Grasslands
19052109150542932019-09-01,JUCO6,NA,NA,TerrADat,1908071348175650,NS,1,All indicators are functioning as they should be.,NS,1.1111111111111112,All indicators are functioning as they should be.,NS,1,All indicators are functioning as they should be.,1,2019,R043BY308WY,44.086,-106.815,WY,2314,Johnson,NA,58.66666667,9.33333333,10.66666667,5.88888889,Woody Savannas
19052014201435462019-09-01,JUCO6,NA,NA,TerrADat,1908091102091653,NS,1,Infiltration is as expected for site with no pedestals or water flow patterns. Site is functioning as expected.,NS,1.2222222222222223,"Native vegetation is persistent throughout site. All plants show health and vigor, and all plants are capable of reproducing.",NS,1,"Soils are stable with no compaction layer, and soils are as expected for site.",1,2019,R043BY308WY,44.036323,-106.85518,WY,2332,Johnson,NA,76,5.33333333,3.33333333,5.5,Grasslands
19061121304990922019-09-01,JUOS,NA,NA,TerrADat,1907231356025317,ET,2.9,This site was dominated by juniper. With perennial grasses making up 30 to 60% or under story,ME,1.7777777777777777,Calculated annual dry weight production 37.90 lb/ac,ME,2.5,Active gullies present. Sides were stable,5,2019,NA,41.39381425,-110.7292441,WY,0,Lincoln,NA,4,0,38.66666667,3.22222222,Grasslands
19061121311713872019-09-01,JUOS,NA,NA,TerrADat,1907281727489649,M,1.4,NA,NS,1.3333333333333333,NA,NS,1,NA,3,2019,NA,41.39874621,-110.4995489,WY,0,Sweetwater,NA,38,26,19.33333333,3.5,Grasslands
19061121312714312019-09-01,JUOS,NA,NA,TerrADat,1907311718373581,ME,1.5,Calculated average litter amount throughout site was 64%. This is well above the expected range of 15-25% litter.Juniperus osteosperma was dominant at this site.,ET,2,Calculated annual dry-weight at 146 lb/ac. This is well below expected average of 1000-1100 lb/ac.Juniperus osteosperma was dominant at this site.,NS,1,NA,4,2019,NA,41.55674625,-111.0021566,WY,0,Lincoln,NA,34.66666667,22,8,4.83333333,Grasslands
19050915061221502019-09-01,JUSC2,NA,NA,TerrADat,190519131208773,NS,1.2,NA,SM,1.4444444444444444,NA,NS,1.2,NA,1,2019,R060AY017SD,44.00667175,-104.3851848,WY,0,Weston,NA,38.66666667,0,11.33333333,4.5,Grasslands
19050915223780032019-09-01,JUSC2,NA,NA,TerrADat,1905311240055012,NS,1.5,NA,SM,1.6666666666666667,Encrouchment of sagebrush.,SM,1.5,Exsistence of large terrecettes.,1,2019,R058BY122WY,44.12550448,-104.9897432,WY,0,Weston,NA,63.33333333,8.66666667,4.66666667,5.11111111,Grasslands
19050915185286952019-09-01,JUSC2,NA,NA,TerrADat,1906021850504009,NS,1.3,NA,SM,1.6666666666666667,Big sagebrush is prevenant on site. It is however in sage grouse core area and is a great site grouse habbitat.,NS,1.2,NA,1,2019,R058BY122WY,44.052094,-104.9326653,WY,0,Weston,NA,78.66666667,20,3.33333333,5.16666667,Grasslands
19050915013568682019-09-01,JUSC2,NA,NA,TerrADat,1907161041185784,NA,1.2,NA,NA,1.3333333333333333,NA,NA,1.2,NA,1,2019,R058BY158WY,43.16925894,-104.7619259,WY,0,Niobrara,NA,63.33333333,13.33333333,12,5.38888889,Grasslands
19050914565398402019-09-01,JUSC2,NA,NA,TerrADat,1907231448453308,SM,1.4,Calculated average litter amount throughout site 50%. This is above the expected range of 25-35%. Water-flow patterns are short and occasionally connected. Pedestals common in flow patterns. Roots are not exposed.,M,1.5555555555555556,Calculated annual dry weight production 2867.96. This is well above the expected amoung of 1200 lb/ac,NS,1.3,NA,1,2019,R061XY122WY,43.749947,-104.1021533,WY,0,Weston,NA,70,0,7.33333333,5.94444444,Grasslands
19050914561175152019-09-01,JUSC2,NA,NA,TerrADat,190727111938515,SM,1.8,"Active gully, partially stable sides.Pedestals are common in flow paths. Water-flow patterns are very short and occasionally connected. Very few short rills present.",NS,1.2222222222222223,Calculated annual dry weight at 1160.41 lb/ac This is just slightly below the expected amount of 1300 lbs/ac.,SM,1.8,"Active gully, partially stable sides.Pedestals are common in flow paths. Water-flow patterns are very short and occasionally connected. Very few short rills present",1,2019,R058BY150WY,43.50779731,-104.6426698,WY,0,Niobrara,NA,59.33333333,1.33333333,22.66666667,5.88888889,Grasslands
1905091506262052019-09-01,JUSC2,NA,NA,TerrADat,190806183928656,NA,1,NA,NA,1,NA,NA,1,NA,1,2019,R062XA024SD,43.84125739,-104.0686707,WY,0,Weston,NA,24,13.33333333,0,6,Woody Savannas
1905091506262052019-09-01,JUCO6,NA,NA,TerrADat,190806183928656,NA,1,NA,NA,1,NA,NA,1,NA,1,2019,R062XA024SD,43.84125739,-104.0686707,WY,0,Weston,NA,24,13.33333333,0,6,Woody Savannas
19050915001613472019-09-01,JUSC2,NA,NA,TerrADat,1908081055226016,SM,1.8,Calculated average litter amount throughout site 67.3%. Well above expected range of 25-35%,M,1.7777777777777777,Calculated annual dry weight production 682.02 lb/ ac. This is well below the expected amount of 1200 lb/ac.,ME,1.6,"Active gullies, headcut, partially stable sides..Some moderately long water flow patterns, common, and often connected. Pedestals common in flow paths. Occasional exposed roots. Few very short rills.",1,2019,R058BY122WY,43.9015646,-105.0072207,WY,0,Weston,NA,43.33333333,12.66666667,6.66666667,5.72222222,Grasslands
19050914553184512019-09-01,JUSC2,NA,NA,TerrADat,190809143144956,ME,1.5,Calculated average litter amount throughout site at 88%. Well above expected range of 0-30%,NA,1.6666666666666667,Calculated dry weight annual production at 474.67 lb/ac. This is below the expected range of 700-1200 lb/ac.,SM,1.2,Water flow patterns are very short and occasionally connected.,1,2019,R060AY043SD,44.77921614,-104.868812,WY,0,Crook,NA,21.33333333,0,2.66666667,5.66666667,Grasslands
1905091505597312019-09-01,JUSC2,NA,NA,TerrADat,1908251824417486,NS,1.2,Calculated average litter amount throughout site 90.6% This is much higher than the expected range of 40-60%,NS,1.4444444444444444,Calculated annual dry weight production 408.18 lb/ac. This is well below the expected range of 900-2500 lb/ac,NS,1.1,0-24% observed bare ground. Slightly on the higher end of the expected range of 0-10%,1,2019,R060AY011SD,44.8023248,-104.8372401,WY,0,Crook,NA,44,0,0.66666667,6,Grasslands
19082508314969662019-09-01,JUSC2,NA,NA,TerrADat,1908251909578884,NS,1.1,Calculated average soil stability index rating 4.6. This is slightly lower than the expected value of 6.,NS,1.3333333333333333,Calculated annual dry weight producion 629.13 lb./ac. This is well below the expected range of 900-2500 lb/ac,NS,1.1,Calculated average soil stability index rating 4.6. This is slightly lower than the expected value of 6.,1,2019,R060AY011SD,44.54738221,-104.8551844,WY,0,Niobrara,NA,60.66666667,3.33333333,1.33333333,4.55555556,Grasslands
19050915003890462019-09-01,JUSC2,NA,NA,TerrADat,1908270937406534,SM,1.6,"22-24% bare ground throughout site. This is above the typical range of 0-10%. A-horizion- Angular Blocky Structure. 0-3 5Y 2.5/3. Moderately long water flow patterns, common, and often connected",NS,1.4444444444444444,NA,SM,1.6,"Cacluated average soil stability index 3.4. This is below the expected value of 6. Pedestals common in flow paths, Occasional exposed roots",1,2019,R060AY011SD,44.96270103,-104.6119775,WY,0,Crook,NA,43.33333333,0.66666667,23.33333333,3.44444444,Grasslands
19050915081421282019-09-01,JUSC2,NA,NA,TerrADat,1909141839307327,NS,1.1,NA,NS,1.1111111111111112,NA,NS,1.1,NA,1,2019,R060AY011SD,44.80918942,-104.7942527,WY,0,Crook,NA,69.33333333,1.33333333,3.33333333,5.33333333,Grasslands
19050915064131862019-09-01,JUSC2,NA,NA,TerrADat,1909151923156434,SM,1.2,alculated average litter amouont in area. 88%.This is well above the expected amount of 30-40%,SM,1.3333333333333333,Calculated annual dry weight production at1039.56 lb/ac. This is below the expected amount of 2000 lbs/ac.,NS,1.1,NA,1,2019,R061XY104WY,44.84087758,-104.50227,WY,0,Crook,NA,78,0,0,6,Grasslands
19050915064131862019-09-01,JUCO6,NA,NA,TerrADat,1909151923156434,SM,1.2,alculated average litter amouont in area. 88%.This is well above the expected amount of 30-40%,SM,1.3333333333333333,Calculated annual dry weight production at1039.56 lb/ac. This is below the expected amount of 2000 lbs/ac.,NS,1.1,NA,1,2019,R061XY104WY,44.84087758,-104.50227,WY,0,Crook,NA,78,0,0,6,Grasslands
19050113150621492019-09-01,JUOC,NA,NA,TerrADat,19100214250038,NS,1.4,NA,NS,1.2222222222222223,NA,NS,1.5,NA,1,2019,R034AY162WY,41.136921,-108.919792,WY,2348,Sweetwater,NA,15.33333333,33.33333333,32,4.72222222,Grasslands
19050113110534112019-09-01,JUOS,NA,NA,TerrADat,1908101102454169,SM,2,NA,SM,2,NA,SM,1.9,NA,4,2019,R034AY122WY,41.25231,-108.750301,WY,2199,Sweetwater,NA,17.33333333,10,30,4,Grasslands
19050113064162262019-09-01,JUOS,NA,NA,TerrADat,1908111413269820,SM,1.7,NA,SM,1.7777777777777777,NA,NS,1.3,NA,2,2019,R034AY156WY,41.12779,-109.376793,WY,2268,Sweetwater,NA,28,3.33333333,12,3.33333333,Grasslands
19050113303635712019-09-01,JUCO6,NA,NA,TerrADat,1909031149359304,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,R034AY122WY,41.10266,-109.304303,WY,2626,Sweetwater,NA,32,1.33333333,6,5.77777778,Grasslands
19050113143395142019-09-01,JUSC2,NA,NA,TerrADat,1909041108359726,NS,1,NA,NS,1.1111111111111112,NA,NS,1,NA,1,2019,R013XA126WY,41.05052,-109.437629,WY,2165,Sweetwater,NA,54.66666667,6,16.66666667,2.94444444,Grasslands
1909051056339352019-09-01,JUSC2,NA,NA,TerrADat,1909060900228280,SM,2,NA,SM,1.8888888888888888,NA,SM,2,NA,2,2019,R034AB126WY,41.08801,-109.238225,WY,2286,Sweetwater,NA,40,28,17.33333333,4.72222222,Grasslands
19050113305330962019-09-01,JUSC2,NA,NA,TerrADat,1909101109365433,NS,1.1,NA,NS,1.1111111111111112,NA,NS,1.1,NA,1,2019,R034AY234WY,41.08565,-109.406188,WY,2126,Sweetwater,NA,16.66666667,7.33333333,23.33333333,4,Grasslands
19050113305330962019-09-01,PIED,NA,NA,TerrADat,1909101109365433,NS,1.1,NA,NS,1.1111111111111112,NA,NS,1.1,NA,1,2019,R034AY234WY,41.08565,-109.406188,WY,2126,Sweetwater,NA,16.66666667,7.33333333,23.33333333,4,Grasslands
19050113134951012019-09-01,JUSC2,NA,NA,TerrADat,1909191517026295,NS,1.5,NA,NS,1.3333333333333333,NA,SM,1.5,NA,1,2019,R032XA144WY,41.63798,-108.790586,WY,2055,Sweetwater,NA,12.66666667,30.66666667,32.66666667,4.77777778,Grasslands
19050113140134722019-09-01,JUOS,NA,NA,TerrADat,1910021040039864,NS,1.2,NA,NS,1.1111111111111112,NA,NS,1.2,NA,1,2019,R013XA126WY,41.18095,-108.858769,WY,2223,Sweetwater,NA,14,46.66666667,14.66666667,3.66666667,Grasslands
19050113080083252019-09-01,JUSC2,NA,NA,TerrADat,190910163234944,NS,1.1,NA,SM,1.7777777777777777,NA,NS,1.1,NA,1,2019,R034AY122WY,41.02752,-109.405891,WY,2043,Sweetwater,NA,1.33333333,50,12.66666667,3.05555556,Grasslands
19050113113893932019-09-01,JUSC2,NA,NA,TerrADat,1911041454176983,NS,1.1,NA,NS,1.3333333333333333,NA,NS,1.1,NA,1,2019,R013XA122WY,41.01126,-109.522169,WY,1869,Sweetwater,NA,13.33333333,14.66666667,26,2.94444444,Grasslands
19050113133229912019-09-01,JUOS,NA,NA,TerrADat,1910020940425377,NS,1.3,NA,SM,1.4444444444444444,NA,NS,1.3,NA,2,2019,R032XA176WY,41.31864,-108.956256,WY,2170,Sweetwater,NA,4,32.66666667,13.33333333,4.22222222,Grasslands
21060411312859562021-09-01,JUOS,NA,NA,TerrADat,2106071305288291,M,2.6,The significant presence of the water flow patterns and gully on the site indicates that water is flowing through and off the site before being infiltrated. This is evidence of a moderate shift in hydrologic function.,M,2.4444444444444446,"The increasing presence of invasive species, weak A horizon structure, shift in F/S groups, and the moderate increase in average litter amount indicates a moderate shift in the biotic integrity of this site.",M,2.2,"The erosional areas stemming from the water flow patterns and the gully present on the site is a significant indication that soil is leaving the site. This results in a moderate shift in soil/site stability. In addtion, the A horizon had a week structure.",3,2021,R058BY122WY,44.128997,-106.191449,WY,1341,Johnson,NA,48,12.66666667,19.33333333,2.72222222,NA
21060411535052612021-09-01,JUOS,NA,NA,TerrADat,2106091340194053,SM,2,"Despite the presence of water flow patterns and pedestals throughout the site, there were no indications of water flowing through the site at a rapid rate. Slower infiltration is to be expected at this site, resulting in a slight shift in hydro function.",M,2.4444444444444446,"The significant shift in F/S groups, moderate presence of invasive species and mortality in sagebrush, indicate this site is not functioning as expected. This results in an overall moderate shift in the biotic integrity of this site.",SM,1.8,"Despite the water flow patterns and pedestals present, there were no indications of weak soil structure. Slower infiltration is to be expected in soils with a higher clay content. This results in a slight shift in soil/site stability.",1,2021,R058BY122WY,44.192006,-106.195343,WY,1319,Johnson,NA,28.66666667,10.66666667,21.33333333,3.94444444,NA
21060411433646512021-09-01,JUSC2,NA,NA,TerrADat,2107021438248720,SM,2.3,"The moderately active gully, water-flow patterns, rills, and pedestals present indicate that water is flowing through and possibly leaving the site before being infiltrated. However, given the landscape, erosion and gullies are to be expected.",SM,2.3333333333333335,"The significant shift in F/S groups and decrease in annual production, moderate presence of mortality/decadence, and slight presence of invasive species, indicates an overall slight/moderate decrease in the biotic integrity of this site.",SM,2.1,"The moderately active gully, water-flow patterns, rills, and pedestals present indicate that soils are moving through and possibly leaving the site. However, given the landscape, erosion and gullies are to be expected.",2,2021,R058BY104WY,44.2283,-106.1723,WY,1285,Johnson,NA,33.33333333,14,36.66666667,4.27777778,NA
2106041224333292021-09-01,JUSC2,NA,NA,TerrADat,2107051746096263,NS,1.6,The decrease in bare ground and increase in litter amount does not appear to be effecting the overall hydrologic function of this site.,SM,2.3333333333333335,"The extreme decrease in annual production, shift in F/S groups, and slight presence of invasive species and mortality/decadence, indicate an overall marginal decrease in the biotic integrity of this site.",NS,1.3,"The decrease in bare ground does not appear to be effecting the overall soil/site stability. Soils are stable, and site is functioning as expected.",1,2021,R058BY222WY,44.74026,-105.520674,WY,1267,Campbell,NA,70,12,1,5.58333333,NA
21060412274584002021-09-01,JUSC2,NA,NA,TerrADat,2107071013486531,M,2.3,"Several moderately active gullies, water-flow patterns with some erosional areas, and the pedestals present indicate a moderate amount of water flowing through and possibly off the site. This results in a moderate shift in hydrologic function.",M,2.5555555555555554,"The extreme decrease in production, shift in F/S groups, moderate presence of invasive species, and mortality/decadence, indicates biotic integrity is not functioning as expected, resulting in an overall moderate decrease in overall biotic integrity.",M,2,"Several moderately active gullies, water-flow patterns with some erosional areas, and the pedestals present indicate a moderate amount of soil is being moved throughout and possibly off the site. This indicates a moderate decrease in soil/site stability.",2,2021,R058BY122WY,44.350664,-105.171066,WY,1325,Campbell,NA,66,16,12,4.66666667,NA
2106041431267192021-09-01,JUSC2,NA,NA,TerrADat,2107151212295289,SM,1.9,The moderate flow patterns present indicate some movement of water throughout the site. The increase in litter and decrease in bare ground does not appear to be effecting the hydrologic function. This results in a slight shift in hydrologic function.,SM,2.3333333333333335,"The slight presence of invasive species, shift in F/S groups, as well as the occurrence of decadence/mortality, indicates an overall slight shift in the biotic integrity of this site.",SM,1.6,"Soil stability class was significantly lower from, and water-flow patterns were abundant, however only on the exposed areas of the slope. This indicates the soils are not as stable as expected, resulting in a slight decrease in soil/site stability.",1,2021,R058BY258WY,44.349904,-105.272138,WY,1391,Campbell,NA,45,5,12,3.25,NA
21060412202327522021-09-01,JUSC2,NA,NA,TerrADat,2107141043115703,NS,1.5,"The decrease in soil stability, bare ground, and increase in litter amount is not effecting hydrologic function. There is no evidence of water flowing through or leaving the site. Hydrologic function is as expected for this site.",SM,2.3333333333333335,"The moderate shift in F/S groups, minimal occurrence of invasive species, extreme decrease in annual production, and mortality/decadence, indicate an overall marginal decrease in the biotic integrity of this site.",NS,1.3,The decrease in soil stability and bare ground do not appear to be effecting the overall stability of this site. No evidence of soil moving through or leaving the site was observed. Soils are stable and site is functioning as expected.,1,2021,R058BY204WY,44.408528,-105.314452,WY,1355,Campbell,NA,30,7,13,3.83333333,NA
21060412115695692021-09-01,JUSC2,NA,NA,TerrADat,2107121044353293,SM,1.8,"The presence of water-flow patterns and pedestals indicate the movement of water throughout the site; however, there is no evidence of water leaving the site, resulting in a marginal decrease in the hydrologic function of this site.",M,2.7777777777777777,"The significant presence of invasive species, shift in F/S groups, extreme decrease in annual production, as well as the moderate presence of mortality/decadence, indicates and overall moderate shift in the biotic integrity of this site.",SM,1.4,"The decrease in soil stability, as well as the presence of water-flow patterns and pedestals, indicate a marginal decrease in soil/site stability. However, there is no evidence of soils leaving the site.",2,2021,R058BY222WY,44.943184,-105.57165,WY,1187,Campbell,NA,61,3,8,4.83333333,NA
21060411390372332021-09-01,JUSC2,NA,NA,TerrADat,2107220856322739,SM,1.9,"The moderate decrease in soil stability class and the slight presence of water-flow patterns, indicate some water movement on the site. However, no water is leaving the site, resulting in a marginal decrease in hydrologic function.",M,2.888888888888889,"The significant presence of mortality/decadence, moderate decrease in reproductive capability, presence of invasive species, shift in F/S groups, and significant decrease in annual production, results in an overall moderate decrease in biotic integrity.",SM,1.6,"The moderate decrease in soil stability class and the slight presence of water-flow patterns, indicate some soil is being moved around. However, no sediment is leaving the site, resulting in a marginal decrease in soil/site stability.",1,2021,R058BY104WY,44.240611,-106.063822,WY,1346,Johnson,NA,53.33333333,22,5.33333333,4.11111111,NA
21060412191544542021-09-01,JUSC2,NA,NA,TerrADat,2107280944593666,NS,1.5,The moderate decrease in bare ground and significant increase in litter amount is not effecting the overall hydrologic function of this site.,SM,2.4444444444444446,"The extreme decrease in annual production, shift in F/S groups, moderate presence of invasive species, and slight presence of mortality/decadence, indicates a slight/moderate decrease in biotic integrity.",NS,1.2,The moderate decrease in bare ground is not effecting the overall soil/site stability. Soils are stable and site is functioning as expected.,1,2021,R058BY250WY,44.398938,-105.311026,WY,1329,Campbell,NA,61,8,5,5.5,NA
